period(s),gaslimit,tps(tx/s),latency(ms),contracttime(μs),dbreaadtime(μs),dbwritetime(μs),blockcommittime(ms),readtime(ms),blockpropagationtime(ms)
15,17250000,76.2,37780.15353,8.212261042,5402.493319,53210.225,13023.5,6.39ms,blockpropagation
15,17400000,76.2,37798.93003,8.198512101,5084.607796,62032.25557,13014.16667,5.97ms,blockpropagation
15,17550000,76.2,37776.31393,8.193521047,5439.978907,53117.91357,12991.33333,6.32ms,blockpropagation
15,17700000,76.2,37830.29927,8.209341746,6066.812667,78270.20714,12990.83333,6.23ms,blockpropagation
15,17850000,76.2,37808.72777,8.220453903,6883.995463,67645.49643,13009.5,4.97ms,blockpropagation
15,18000000,76.2,37822.3205,8.202467276,6638.610222,49300.65443,13002.5,6.42ms,blockpropagation
15,18150000,76.2,37806.9007,8.224126566,4991.745605,64029.33071,13040,7.12ms,blockpropagation
15,18300000,76.2,37795.89413,8.190978435,6074.927395,66157.275,13002.66667,5.91ms,blockpropagation
15,18450000,76.2,37805.80736,8.211790187,5429.425451,48410.87486,13022.5,6.51ms,blockpropagation
15,18600000,76.2,37805.67889,8.201713909,6814.983787,43596.66243,13017.83333,7.26ms,blockpropagation
15,18750000,76.2,37831.00137,8.210660137,5616.936271,86628.20514,13027.66667,7.45ms,blockpropagation
15,18900000,76.2,37818.79499,8.197758734,4393.289681,66237.12929,13013.66667,7.69ms,blockpropagation
15,19050000,76.2,37788.58417,8.202655617,4749.301233,31376.04171,13006.83333,5.54ms,blockpropagation
15,19200000,76.2,37864.39291,8.20180808,5479.223942,70353.24414,12998,6.56ms,blockpropagation
15,19350000,76.2,37816.82615,8.215180337,7131.215932,75045.21957,13015.66667,7.91ms,blockpropagation
15,19500000,76.2,37821.56752,8.213014408,6140.04569,94939.75186,13029.16667,7.59ms,blockpropagation
15,19650000,76.2,37806.11793,8.200583859,5029.34408,57972.308,13013.33333,6.09ms,blockpropagation
15,19800000,76.2,37763.43981,8.209906771,4390.44614,53440.01671,13006.83333,6.31ms,blockpropagation
15,19950000,76.2,37799.74763,8.206516621,4523.029073,55211.305,13012.33333,6.66ms,blockpropagation
15,20100000,76.2,37814.5582,8.197005368,6732.560467,26250.57471,12997.5,5.39ms,blockpropagation
15,20250000,76.2,37891.09013,8.217534608,4559.760702,121995.6816,13015.16667,6.96ms,blockpropagation
15,20400000,76.2,37908.52047,8.21094265,5439.786689,84408.825,13028.33333,5.84ms,blockpropagation
15,20550000,76.2,37793.74565,8.187682456,3876.587184,72760.75543,13001.83333,6.05ms,blockpropagation
15,20700000,76.2,37893.82356,8.210565967,5301.888933,94705.385,13007.83333,5.41ms,blockpropagation
15,20850000,76.2,37784.37091,8.208494208,4999.930146,50570.78829,13009.33333,6.28ms,blockpropagation
15,21000000,76.2,37875.54308,8.206799134,5381.988178,65508.51243,13014.16667,6.53ms,blockpropagation
15,21150000,76.2,37830.47388,8.210565967,5440.140844,48202.17671,13015.5,6.59ms,blockpropagation
15,21300000,76.2,37872.4557,8.211790187,5673.060755,62360.13071,13022.5,6.41ms,blockpropagation
15,21450000,76.2,37824.16651,8.210377625,5598.018146,74800.20843,13027.5,7.4ms,blockpropagation
15,21600000,76.2,37817.93049,8.19728788,5626.711478,61485.71771,13016.16667,6.05ms,blockpropagation
15,21750000,76.2,37769.13734,8.191825972,5270.780595,21413.90629,12997.33333,7.29ms,blockpropagation
15,21900000,76.2,37866.58891,8.211413504,5519.018642,92771.11757,13006.5,6.45ms,blockpropagation
15,22050000,76.2,37783.90559,8.200113005,4446.959756,65921.82486,13009.33333,6.63ms,blockpropagation
15,22200000,76.2,37816.85136,8.21555702,5530.4565,88598.94929,13019.83333,6.39ms,blockpropagation
15,22350000,76.2,37876.58937,8.217911291,4711.087022,98442.29657,13046.5,5.61ms,blockpropagation
15,22500000,76.2,37866.03529,8.183162256,4793.582514,46143.31914,13008.5,6.79ms,blockpropagation
15,22650000,76.2,37778.62603,8.20642245,6381.449622,52967.94914,13012.83333,4.75ms,blockpropagation
15,22800000,76.2,37829.61381,8.216781241,5694.98064,95263.94814,13022.5,7.76ms,blockpropagation
15,22950000,76.2,37778.53941,8.220736416,5995.835375,106081.9693,13062.83333,6.65ms,blockpropagation
15,23100000,76.2,37842.42912,8.202749788,4028.392304,91156.43357,13052.5,6.77ms,blockpropagation
15,23250000,76.2,37731.1352,8.176852811,5088.125646,48281.81671,12994.66667,4.98ms,blockpropagation
15,23400000,76.2,37878.81011,8.22459742,4223.66266,97067.33086,13039.83333,5.87ms,blockpropagation
15,23550000,76.2,37766.32906,8.185987381,5089.478195,36555.69343,13006.83333,5.65ms,blockpropagation
15,23700000,76.2,37821.4502,8.202278934,5061.559292,33226.36157,12998.5,5.91ms,blockpropagation
15,23850000,76.2,37797.71341,8.21894717,6811.3015,70218.71743,13013.16667,6.53ms,blockpropagation
15,24000000,76.2,37731.44332,8.201996422,5655.365873,41092.84429,12998.33333,7.79ms,blockpropagation
15,24150000,76.2,37851.87657,8.233166965,6214.751348,85671.99843,13040.16667,7.52ms,blockpropagation
15,24300000,76.2,37756.43477,8.179112911,4979.441675,22311.88486,12998.16667,7.13ms,blockpropagation
15,24450000,76.2,37827.82844,8.212826066,5741.465884,62725.80029,13009.83333,5.56ms,blockpropagation
15,24600000,76.2,37809.29361,8.206704963,5384.854981,44061.36214,13011.5,6.88ms,blockpropagation
15,24750000,76.2,37770.11671,8.200866372,5189.68228,29451.18014,12998.66667,6.94ms,blockpropagation
15,24900000,76.2,37790.00687,8.214803654,5366.532486,87805.916,13009.66667,7.4ms,blockpropagation
15,25050000,76.2,37839.51161,8.222714003,5811.445682,76150.08186,13032.66667,5.6ms,blockpropagation
15,25200000,76.2,37806.39948,8.194556926,4497.292348,74735.46457,13016,6.51ms,blockpropagation
15,25350000,76.2,37793.26535,8.206328279,5638.218556,65811.64557,13013.5,5.06ms,blockpropagation
15,25500000,76.2,37843.98427,8.215745362,4743.84882,85827.35271,13024.66667,6.92ms,blockpropagation
15,25650000,76.2,37765.61412,8.201431397,6513.353326,56621.459,12999.5,6.66ms,blockpropagation
15,25800000,76.2,37768.17156,8.189848385,6680.589156,71203.16186,12986.66667,6.18ms,blockpropagation
15,25950000,76.2,37774.23098,8.221018928,4325.151245,66855.57471,13018.83333,6.69ms,blockpropagation
15,26100000,76.2,37768.13932,8.198982955,5824.647792,55416.53357,12997.16667,5.85ms,blockpropagation
15,26250000,76.2,37834.11121,8.217722949,5201.597122,105560.2456,13030.5,6.38ms,blockpropagation
15,26400000,76.2,37838.01879,8.215180337,6032.887196,100040.225,13038.16667,5.82ms,blockpropagation
15,26550000,76.2,37750.67782,8.194180243,4260.65678,44329.54886,13019,7.99ms,blockpropagation
15,26700000,76.2,37758.81378,8.190319239,5506.982932,45848.57086,12999.33333,5.74ms,blockpropagation
15,26850000,76.2,37735.48213,8.215274508,5112.246175,65796.55957,13010.83333,6.82ms,blockpropagation
15,27000000,76.2,37674.2542,8.190319239,4732.669906,10869.14243,12991.83333,7.54ms,blockpropagation
15,27150000,76.2,37799.19966,8.221772295,4557.641135,63799.132,13009.5,6.25ms,blockpropagation
15,27300000,76.2,37810.56966,8.216498729,4800.326217,72769.10757,13027.5,4.99ms,blockpropagation
15,27450000,76.2,37808.82661,8.201054713,5030.9443,74348.70157,13023.33333,6.1ms,blockpropagation
15,27600000,76.2,37814.25817,8.203879838,4801.183228,57503.63843,13015.33333,6.47ms,blockpropagation
15,27750000,76.2,37837.54247,8.207646671,4358.291943,71554.70057,13016.66667,6.73ms,blockpropagation
15,27900000,76.2,37782.02689,8.201054713,5497.669592,56461.63614,12996.66667,4.98ms,blockpropagation
15,28050000,76.2,37789.30935,8.231942744,5765.26685,82891.97671,13052.66667,6.59ms,blockpropagation
15,28200000,76.2,37776.37657,8.174686882,4255.993048,29495.13886,12995.16667,6.97ms,blockpropagation
15,28350000,76.2,37767.49313,8.219135512,4825.136961,97932.007,13011,4.82ms,blockpropagation
15,28500000,76.2,37823.89887,8.205951596,5140.732904,83918.815,13021.83333,6.59ms,blockpropagation
15,28650000,76.2,37760.4971,8.202278934,5851.332739,78384.56429,13014.5,6.82ms,blockpropagation
15,28800000,76.2,37841.478,8.219135512,5125.905676,97349.71914,13029.5,7.64ms,blockpropagation
15,28950000,76.2,37757.08402,8.187964968,4381.570061,49863.38471,12999.83333,5.32ms,blockpropagation
15,29100000,76.2,37832.46761,8.217157924,5208.733255,89548.12457,13022.66667,6.45ms,blockpropagation
15,29250000,76.2,37802.03025,8.201619738,4218.334196,43653.713,13020.16667,6.89ms,blockpropagation
15,29400000,76.2,37768.39337,8.201148884,4815.37119,45694.983,13015,5.12ms,blockpropagation
15,29550000,76.2,37784.6656,8.207740842,4790.136841,56700.30457,13017,6ms,blockpropagation
15,29700000,76.2,37762.31393,8.2075525,6480.41804,82019.86914,13022.83333,6.34ms,blockpropagation
15,29850000,76.2,37811.2982,8.205951596,6605.111404,90979.482,13020,7.77ms,blockpropagation
15,30000000,76.2,37845.06309,8.207269988,5723.264137,92233.14771,13030,7.94ms,blockpropagation
16,15000000,71.4375,37890.52734,8.206704963,4684.669068,123671.6369,13042.33333,7.39ms,blockpropagation
16,15150000,71.4375,37824.29652,8.19041341,3890.007152,74566.797,13029.66667,6.13ms,blockpropagation
16,15300000,71.4375,37838.75634,8.206987475,4779.76178,101606.5671,13036.16667,4.72ms,blockpropagation
16,15450000,71.4375,37633.32631,8.175440249,5374.214122,12526.74271,12992,6.29ms,blockpropagation
16,15600000,71.4375,37791.81225,8.221772295,4777.917667,72506.044,13017.83333,7.14ms,blockpropagation
16,15750000,71.4375,37849.38711,8.221018928,4680.110156,86833.36857,13033,5.27ms,blockpropagation
16,15900000,71.4375,37877.97709,8.208117525,4439.678244,98321.49729,13040,5.65ms,blockpropagation
16,16050000,71.4375,37761.44241,8.198794613,5186.351235,40896.04057,13025.66667,5.84ms,blockpropagation
16,16200000,71.4375,37815.26749,8.20293813,5471.402538,75581.235,13024.5,2.69ms,blockpropagation
16,16350000,71.4375,37777.41124,8.189942556,8128.408889,27439.61486,12990.5,3.77ms,blockpropagation
16,16500000,71.4375,37898.12435,8.216310387,5211.907636,86051.06686,13010.33333,3.31ms,blockpropagation
16,16650000,71.4375,37799.92851,8.213296921,7809.542214,59546.787,13022.66667,3.51ms,blockpropagation
16,16800000,71.4375,37830.76123,8.195498635,5751.880368,69703.08229,13008.66667,2.9ms,blockpropagation
16,16950000,71.4375,37775.32126,8.206893304,4720.78735,40668.24671,13002.83333,3.08ms,blockpropagation
16,17100000,71.4375,37757.91583,8.209247575,5770.134048,54137.57357,13005.66667,2.56ms,blockpropagation
16,17250000,71.4375,37812.27452,8.204821546,5289.371727,59560.84929,13014,3ms,blockpropagation
16,17400000,71.4375,37774.38375,8.215745362,6501.188056,70925.20814,13032.16667,2.14ms,blockpropagation
16,17550000,71.4375,37774.13123,8.19493361,4787.0942,45074.59686,13009.5,4.13ms,blockpropagation
16,17700000,71.4375,37833.70455,8.204256521,5292.795533,47288.93614,13006.5,3.03ms,blockpropagation
16,17850000,71.4375,37776.13092,8.206139938,6642.898938,39812.17386,12999.16667,2.41ms,blockpropagation
16,18000000,71.4375,37827.28292,8.208588379,5309.78819,42942.631,13012.66667,2.82ms,blockpropagation
16,18150000,71.4375,37884.69462,8.222431491,4904.880125,105158.4794,13046,3.59ms,blockpropagation
16,18300000,71.4375,37785.19294,8.182126377,4200.503304,42825.443,13005.83333,2.96ms,blockpropagation
16,18450000,71.4375,37785.13046,8.207364159,5773.788063,46828.00714,13003.16667,2.92ms,blockpropagation
16,18600000,71.4375,37826.0886,8.210471796,6000.484556,52679.12486,13010.5,3.56ms,blockpropagation
16,18750000,71.4375,37873.37764,8.214238629,4777.030333,68263.31671,13035.16667,3.47ms,blockpropagation
16,18900000,71.4375,37718.30568,8.178547886,6399.08725,17554.57286,12993.5,2.78ms,blockpropagation
16,19050000,71.4375,37741.01986,8.211884358,6608.003579,56756.08529,12997.5,3.83ms,blockpropagation
16,19200000,71.4375,37686.84342,8.192390997,4168.045706,10469.40471,12993.83333,2.69ms,blockpropagation
16,19350000,71.4375,37756.44439,8.210000942,7030.090222,36927.13343,12998.16667,2.47ms,blockpropagation
16,19500000,71.4375,37790.97693,8.213861946,5698.552765,47540.76314,13013.66667,3.67ms,blockpropagation
16,19650000,71.4375,37788.57806,8.191637631,5478.686,20829.68314,12997.16667,2.93ms,blockpropagation
16,19800000,71.4375,37819.85258,8.219418024,5890.747056,65038.74157,13022,2.94ms,blockpropagation
16,19950000,71.4375,37808.18408,8.204539034,5510.009312,44663.69714,13017.83333,3.21ms,blockpropagation
16,20100000,71.4375,37804.28384,8.203691496,4316.883238,65092.522,13025.5,2.95ms,blockpropagation
16,20250000,71.4375,37799.10021,8.206234109,4830.804357,56852.696,13018.83333,2.78ms,blockpropagation
16,20400000,71.4375,37856.24962,8.20293813,6406.287524,43562.47086,13001.5,2.47ms,blockpropagation
16,20550000,71.4375,37775.02246,8.213673604,4037.999579,64770.72043,13011.16667,3.86ms,blockpropagation
16,20700000,71.4375,37804.522,8.21094265,7377.511615,52990.129,13016,2.39ms,blockpropagation
16,20850000,71.4375,37733.8648,8.198229588,4647.730857,51408.27043,13011,3.02ms,blockpropagation
16,21000000,71.4375,37749.71066,8.205480742,5637.49485,44710.61543,13009.33333,2.56ms,blockpropagation
16,21150000,71.4375,37823.17049,8.20180808,5904.408688,66110.58329,13002,3.94ms,blockpropagation
16,21300000,71.4375,37830.66881,8.222996516,4909.717737,92191.43614,13021.33333,3.18ms,blockpropagation
16,21450000,71.4375,37782.4861,8.196911197,4558.053471,54951.13686,13009.33333,2.82ms,blockpropagation
16,21600000,71.4375,37852.7571,8.21781712,5569.821824,76756.77243,13026.5,2.3ms,blockpropagation
16,21750000,71.4375,37810.03208,8.216969583,6139.979889,62217.74986,13035.16667,2.75ms,blockpropagation
16,21900000,71.4375,37820.38986,8.2052924,4434.337063,98901.09957,13034.33333,1.77ms,blockpropagation
16,22050000,71.4375,37796.31958,8.201996422,5147.692917,53100.91986,13015.83333,2.43ms,blockpropagation
16,22200000,71.4375,37835.41567,8.208305867,6707.9245,60676.449,13019.83333,2.27ms,blockpropagation
16,22350000,71.4375,37789.72334,8.199171297,5284.48065,57547.82671,13009,3.45ms,blockpropagation
16,22500000,71.4375,37789.72334,8.199171297,5284.48065,57547.82671,13009,3.45ms,blockpropagation
